para_id,essay_id,para_text,adu_spans,ac_types,ac_rel_pairs,ac_rel_types,dataset_type,para_types
702,1190,"<para-body> <ac> As medical records become more digitized , </ac> <ac> I see no significant cost increase to debt collectors in passing on substantive info to debtors , </ac> <ac> although debt collectors are bound to say otherwise . </ac> <ac> My concern is that the cost to consumers of inadequate information is routinely underestimated or dismissed as trivial . </ac> <ac> When I worked with a non - profit in Alabama , I took part in an informational meeting on a program of federal assistance ( Farmers Home Admin , IIRC ) in securing access to home loans on affordable terms for low - income workers . </ac> <ac> One woman who was at the meeting spoke of having been denied access to the program because of a single blot on her credit record , namely an unpaid medical bill . </ac> <ac> She said she had not paid it because she could not determine what the charges were for , was unaware of any medical treatment she had not paid for , and could not get a straight answer from the debt collector . </ac> <ac> She decided the debt might be illegitimate and refused to pay . </ac> <ac> As a result she was excluded from access to a home loan . </ac> <ac> This is an example of a consumer on a limited income who was consistently disciplined about her finances and who should have had access to credit . </ac> <ac> I find it significant that it was a medical bill that tripped her up , placing her in a category in which even the FHA would not work with her . </ac> <ac> From this point , credit was only available to her at high cost if at all . </ac> <ac> I am confident that the rule I am suggesting would have led her to either pay the debt or dispute it formally on the basis of valid information . </ac> <ac> What it would not have done is to leave her to conclude that she was being scammed and refuse to pay at all . </ac> <ac> This anecdote ( and I admit I only have anecdotal evidence ) does suggest that legitimate credit agencies also stand to benefit by disclosing information that will persuade skeptical consumers that they do actually owe the debt . </ac> </para-body>","[(1, 9), (10, 28), (29, 39), (40, 60), (61, 108), (109, 142), (143, 186), (187, 200), (201, 215), (216, 244), (245, 277), (278, 296), (297, 327), (328, 353), (354, 393)]","['fact', 'value', 'value', 'fact', 'testimony', 'testimony', 'testimony', 'testimony', 'testimony', 'value', 'value', 'value', 'value', 'value', 'value']","[(1, 0), (8, 7)]","['reason', 'reason']",test,body
703,1191,"<para-body> <ac> My only concern about this excellent comment is that consumers not be subjected to a flood of confusing or potentially intimidating information . </ac> <ac> The most useful information is the what , when , who , and why of the original transaction that incurred the unpaid debt . </ac> <ac> The original creditor should be identified by a name known to the consumer , e . g . DR . JOHN SMITH , RHEUMATOLOGIST not DYNAMIC HEALTHCARE OF GREATER ANYTOWN d / b / a ASSOCIATED SPECIALISTS P . C . </ac> <ac> You get the idea . </ac> </para-body>","[(1, 25), (26, 51), (52, 94), (95, 101)]","['value', 'value', 'policy', 'value']",[],[],test,body
704,1207,"<para-body> <ac> I have not encountered a situation in which the bill collector is hired by a business for many decades now . </ac> <ac> Usually the debt collector has bought the debt , usually for pennies on the dollar , from the original creditor . </ac> <ac> I also disagree that the law provides a way for consumers to steal from businesses . </ac> <ac> If anything , I would say we have become in danger of reverting to the tyranny of Dickens ' time , where a person and that person ' s family , including children , would be imprisoned for debt . </ac> <ac> Surely we can agree on reasonableness when it comes to how we treat each other , whether debtor or creditor ? </ac> </para-body>","[(1, 23), (24, 46), (47, 64), (65, 106), (107, 129)]","['testimony', 'testimony', 'value', 'value', 'value']",[],[],test,body
705,1213,"<para-body> <ac> You are absolutely right . </ac> <ac> But , you ' d be surprised at how many times this does happen and how many times the Credit Bureaus Do change correct information to false information supplied by the ' furnisher / debt collector ' . </ac> <ac> Because I had to send in numerous Certified Letter to the Credit Bureaus , ( all of them ) , in order to stay on top of all the false information and tricks that they did supply . </ac> <ac> And I have written proof , that this does and is still happening to other consumers , right now . </ac> </para-body>","[(1, 7), (8, 47), (48, 87), (88, 109)]","['value', 'value', 'testimony', 'testimony']","[(1, 2)]",['reason'],test,body
706,1220,"<para-body> <ac> From 1999 - 2004 I worked on a number of online identity authentication initiatives . </ac> <ac> At that time the only available solution was to ask "" out of wallet "" questions based on the consumer ' s credit file . </ac> <ac> For example , the credit report might show that the consumer lived on Elm Street 20 years ago . </ac> <ac> Since an old address would not be easy to find ( e . g . in a lost wallet ) </ac> <ac> the idea is that if the consumer knows that they lived on Elm Street 20 years ago , there is greater confidence that this is indeed the person that they claim to be . </ac> <ac> The problem with this approach is that the information in credit reports has a reliability problem . </ac> <ac> Reports indicating low error rates are misleading : </ac> <ac> they only look to "" material errors "" </ac> <ac> and they are often funded by credit industry groups . </ac> <ac> If it is commonly accepted that credit reports are filled with errors - then it is incumbent upon collectors to validate and verify the debt prior to pulling a credit report or contacting the consumer . </ac> </para-body>","[(1, 17), (18, 44), (45, 65), (66, 87), (88, 123), (124, 142), (143, 152), (153, 162), (163, 174), (175, 212)]","['testimony', 'value', 'fact', 'value', 'value', 'value', 'value', 'value', 'fact', 'policy']","[(4, 3), (6, 7)]","['reason', 'reason']",test,body
707,1239,"<para-body> <ac> I have not heard of anyone in the US being imprisoned for their debt . </ac> <ac> I have been in the business for 20 years </ac> <ac> and rest assured , while there are ' debt buyers ' , the majority of agencies are contingency based collections . </ac> </para-body>","[(1, 17), (18, 28), (29, 51)]","['testimony', 'testimony', 'fact']",[],[],test,body
708,1241,"<para-body> <ac> In NYC courts , a lawyer representing a particular party ( doesn ' t have to be collection related ) will have a full day of cases lined up </ac> <ac> which leads me to believe at least some scheduling preference is given . </ac> </para-body>","[(1, 31), (32, 46)]","['fact', 'value']","[(1, 0)]",['reason'],test,body
709,1242,<para-body> <ac> I am in the same situation as From _ ill _ annoy . </ac> <ac> I have been denied credit and loans as a result of these adverse actions which have impacted both my personal and professional life . </ac> </para-body>,"[(1, 15), (16, 41)]","['value', 'testimony']",[],[],test,body
710,1250,"<para-body> <ac> Texting should follow all rules regarding phone calls . </ac> <ac> Email should follow rules set in place regarding written , mailed , letters . </ac> </para-body>","[(1, 11), (12, 27)]","['policy', 'policy']",[],[],test,body
711,1283,"<para-body> <ac> There are currently no "" teeth "" in the enforcement mechanism as well . </ac> <ac> Right now filing complaints with the regulators does absolutely nothing except get you into some database </ac> <ac> but nothing is every done about violations . </ac> <ac> Requiring accurate identification of the collector with a working call - back number should be the bare minimum . </ac> <ac> At least that way the consumer has a fighting chance of at least talking to them and trying to get erroneous calls stopped . </ac> <ac> Right now government enforcement is non - existent and completely worthless . </ac> </para-body>","[(1, 16), (17, 34), (35, 44), (45, 65), (66, 91), (92, 105)]","['value', 'fact', 'testimony', 'policy', 'value', 'value']","[(0, 1), (3, 4)]","['reason', 'reason']",test,body
712,1290,<para-body> <ac> There are laws on the books . </ac> <ac> There is no enforcement by the regulators . </ac> </para-body>,"[(1, 9), (10, 19)]","['fact', 'value']",[],[],test,body
