essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,ac_types,ac_rel_targets,ac_rel_types,ac_rel_pairs
183,1030,body,"<para-body> some people might argue that <ac> if students already understand the contents on the class enough to pass the exams or they can study the course on their own </ac> . why wasting time going to classes ? doesn ' t self - study more efficient ? however , in my opinion , <ac> this is a rather immodest way of thinking </ac> . i believe that <ac> professors can always give students more than students themselves could because of the experiences and their qualifications as professors </ac> . besides , <ac> even if students believe that they are so brilliant to surpass their professors , they can still go to the classes to discuss with professors and classmates </ac> . </para-body>","[(1, 30), (48, 63), (65, 88), (90, 120)]","[(6, 30), (54, 63), (68, 88), (92, 120)]","[(1, 5), (48, 53), (65, 67), (90, 91)]","['Claim', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0]","['Attack', 'Attack', 'Attack']","[(0, 1), (0, 2), (0, 3)]"
183,1031,conclusion,"<para-conclusion> in conclusion , <ac> students can learn more thoroughly as well as showing respect for professors and themselves through attending classes </ac> . <ac> it ' s an essential learning process </ac> . passing the exams is not the terminal purpose of learning . the learning process itself , however , is the most important and powerful way of evaluating a student . </para-conclusion>","[(1, 22), (23, 32)]","[(4, 22), (24, 32)]","[(1, 3), (23, 23)]","['MajorClaim', 'Claim']","[12, 12]",[],[]
184,1032,prompt,<prompt> what ' s more important : hard work or luck ? </prompt>,[],[],[],[],[],[],[]
184,1033,intro,"<para-intro> what do you think when you see a beautiful building ? and also when you see an airport ? do you think they have built by chance ? of course don ' t . also it is ridiculous if you think world wide webs such as google , yahoo etc . created by chance . howbeit some people think that luck is cause of a lot of success , but to be frank i cannot agree with them . i would explore my primary reasons here . </para-intro>",[],[],[],[],[],[],[]
184,1034,body,"<para-body> to begin with , <ac> famous people are usually diligent people not lucky people </ac> . <ac> hard work make you a professional man / woman which are powerful in his or her job </ac> . i mean , <ac> when you work hard you decrease portion of chance in your success </ac> . for example <ac> in football game it is said that penalty - kick need good chance to be goal </ac> . <ac> statically the chance of being goal is fifty - fifty </ac> . <ac> but i think ronaldo make a goal from a penalty - kick with more possibility than me </ac> . <ac> it is not for which ronaldo is more fortune than me </ac> . <ac> definitely it is for which he have more practice and exercise than me </ac> . <ac> he do a lot of exercise in football field every day </ac> , so <ac> it is not for which he is luckier than me </ac> . </para-body>","[(1, 15), (16, 35), (37, 53), (55, 74), (75, 87), (88, 107), (108, 121), (122, 137), (138, 151), (152, 165)]","[(5, 15), (17, 35), (40, 53), (57, 74), (76, 87), (89, 107), (109, 121), (123, 137), (139, 151), (154, 165)]","[(1, 4), (16, 16), (37, 39), (55, 56), (75, 75), (88, 88), (108, 108), (122, 122), (138, 138), (152, 153)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 3, 3, 3, 6, 9, 6]","['Support', 'Support', 'Support', 'Support', 'Attack', 'Attack', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (3, 4), (3, 5), (3, 6), (6, 7), (9, 8), (6, 9)]"
184,1035,body,"<para-body> moreover , <ac> we cannot always lean on our luck to be successful </ac> . <ac> i don ' t want to disavow the role of luck in success , but as you know it hardly accompany us </ac> . so , for example <ac> you prepare for toefl or other multiple - choice test which has four option to choose in every question </ac> . <ac> you cannot prepare for it without any study and rely on your luck , even if you be a very lucky </ac> . <ac> if you pick up any choice by chance you would fail the exam </ac> . undoubtedly <ac> it is wise advice which you have hard study to success on exam </ac> . </para-body>","[(1, 14), (15, 39), (41, 65), (66, 89), (90, 105), (107, 122)]","[(3, 14), (16, 39), (45, 65), (67, 89), (91, 105), (108, 122)]","[(1, 2), (15, 15), (41, 44), (66, 66), (90, 90), (107, 107)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 5, 5, 5, 0]","['Support', 'Support', 'Support', 'Support', 'Support']","[(0, 1), (5, 2), (5, 3), (5, 4), (0, 5)]"
184,1036,body,"<para-body> finally , <ac> you have to work hard to learn and to get a lot of information before doing a project in good way </ac> . <ac> the most fortunate people in the word cannot manufacture an automobile or build a high tower just by her or his chance </ac> . <ac> these plans is done by someone who is mastered in his / her work </ac> . undoubtedly <ac> such people do work hard and have great experiences because of their hard works </ac> . </para-body>","[(1, 25), (26, 50), (51, 67), (69, 85)]","[(3, 25), (27, 50), (52, 67), (70, 85)]","[(1, 2), (26, 26), (51, 51), (69, 69)]","['Premise', 'Claim', 'Premise', 'Premise']","[1, 12, 1, 1]","['Support', 'Support', 'Support']","[(1, 0), (1, 2), (1, 3)]"
184,1037,conclusion,"<para-conclusion> in the end , i think <ac> any great success need great work not great luck </ac> , even though <ac> luck is one factor in reaching goal </ac> but <ac> its impact is extraneous and we must not reckon on luck in our plans </ac> . </para-conclusion>","[(1, 17), (18, 29), (30, 46)]","[(7, 17), (21, 29), (31, 46)]","[(1, 6), (18, 20), (30, 30)]","['MajorClaim', 'Claim', 'Premise']","[12, 12, 1]",['Attack'],"[(1, 2)]"
185,1038,prompt,<prompt> sometimes it is good to learn with a teacher and sometimes on my own </prompt>,[],[],[],[],[],[],[]
185,1039,intro,"<para-intro> different people prefer different styles of learning . i think <ac> both learning by myself and learning with a teacher could be helpful </ac> . <ac> learning with a teacher can prevent one from being confused and increase the rate and speed of learning </ac> . another important point is that <ac> for practical subjects you have to have a teacher </ac> . on the other hand , <ac> sometimes i would rather learning on my own </ac> . </para-intro>","[(9, 24), (25, 45), (47, 62), (64, 78)]","[(11, 24), (26, 45), (52, 62), (69, 78)]","[(9, 10), (25, 25), (47, 51), (64, 68)]","['MajorClaim', 'Claim', 'Claim', 'Claim']","[12, 12, 12, 12]",[],[]
185,1040,body,"<para-body> <ac> a good and experienced teacher can help me learn faster and easier </ac> . <ac> sometimes when learning a course by myself which is hard and confusing to understand and has few sources available , i get discouraged after spending a lot of time </ac> . <ac> in this situation , i ' ll look for a teacher and request for help from him or her </ac> . <ac> and then he or she will teach me the course efficiently in a short time </ac> and therefore <ac> i will learn faster and better and won ' t get discouraged and confused </ac> . </para-body>","[(0, 14), (15, 46), (47, 68), (69, 86), (87, 104)]","[(1, 14), (16, 46), (48, 68), (70, 86), (89, 104)]","[(0, 0), (15, 15), (47, 47), (69, 69), (87, 88)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[4, 4, 4, 4, 12]","['Support', 'Support', 'Support', 'Support']","[(4, 0), (4, 1), (4, 2), (4, 3)]"
185,1041,body,"<para-body> <ac> there are some practical subjects that you can only learn them with a teacher or an instructor </ac> . for example , <ac> if you want to learn driving a car or some jobs like medicine and engineering and some sports like skiing and swimming , you ' ll have to find a teacher </ac> . <ac> it ' s almost impossible and inefficient to learn those things on your own </ac> . by the way , <ac> if you are going to learn some things by yourself , you may learn and understand them incorrectly </ac> ! for example , <ac> from my own experiences , after i had started learning playing the guitar without a teacher , i got used to wrong habits regarding strumming and tempo , but after finding and learning with a tutor and identifying and eliminating those incorrect habits , i was able to play properly </ac> . </para-body>","[(0, 19), (21, 56), (57, 73), (75, 98), (100, 154)]","[(1, 19), (24, 56), (58, 73), (79, 98), (103, 154)]","[(0, 0), (21, 23), (57, 57), (75, 78), (100, 102)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 1, 0, 3]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (1, 2), (0, 3), (3, 4)]"
185,1042,body,"<para-body> <ac> there are some things that i prefer to learn them without a teacher </ac> because <ac> i won ' t have to spend extra money for a teacher and my time will not be wasted either because of going to classes </ac> . <ac> in today ' s world there are many great and useful sources available like books , electronic books , the internet and tv and satellite </ac> . <ac> i can utilize them as tutorials for many things </ac> . for instance , <ac> i can learn english or other languages by a lot of helpful books and many online websites </ac> . </para-body>","[(0, 15), (16, 43), (44, 71), (72, 83), (85, 106)]","[(1, 15), (17, 43), (45, 71), (73, 83), (88, 106)]","[(0, 0), (16, 16), (44, 44), (72, 72), (85, 87)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[12, 0, 0, 0, 0]","['Support', 'Support', 'Support', 'Support']","[(0, 1), (0, 2), (0, 3), (0, 4)]"
185,1043,conclusion,"<para-conclusion> in sum , sometimes <ac> it is good to learn with a teacher and sometimes on my own </ac> . in my view , <ac> both can help and each of them has its own advantages and disadvantages </ac> . </para-conclusion>","[(1, 19), (21, 39)]","[(5, 19), (25, 39)]","[(1, 4), (21, 24)]","['Claim', 'MajorClaim']","[12, 12]",[],[]
186,1044,prompt,"<prompt> once you are unique enough , you are already on the way to success </prompt>",[],[],[],[],[],[],[]
186,1045,intro,"<para-intro> achieving success is everybody ' s goal for life and there are absolutely many different directions that can lead people to success . some people choose to be normal to wait for chances , while some other people prefer to be different from everyone else . which one is the promising way to succeed ? in my opinion , i believe that <ac> once you are unique enough , you are already on the way to success </ac> . </para-intro>","[(56, 78)]","[(63, 78)]","[(56, 62)]",['MajorClaim'],[12],[],[]
186,1046,body,"<para-body> first , <ac> being positively different from everyone else usually means that you ' ve achieved something that is superior than others </ac> . <ac> as living in a competent world , we are like playing a survival game </ac> . <ac> only who has the sharpest weapon can survive </ac> . <ac> if you don ' t make yourself outstanding enough or you fail to distinguish yourself from others , you will be easily replaced and eliminated by someone who is better than you </ac> . take myself for example , <ac> when i was in college , i was always chosen to be the presenter of group report </ac> because <ac> i was the only one in my group who could present the report thoroughly and fluently </ac> . </para-body>","[(1, 23), (24, 40), (41, 51), (52, 86), (88, 111), (112, 130)]","[(3, 23), (25, 40), (42, 51), (53, 86), (93, 111), (113, 130)]","[(1, 2), (24, 24), (41, 41), (52, 52), (88, 92), (112, 112)]","['Premise', 'Premise', 'Premise', 'Claim', 'Premise', 'Premise']","[3, 3, 3, 12, 3, 4]","['Support', 'Support', 'Support', 'Support', 'Support']","[(3, 0), (3, 1), (3, 2), (3, 4), (4, 5)]"
